"District
Number","District","Campus
Number","Campus","Region","County","School
Type","Grades
Served","Alternative
Education
Accountability","Charter","Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
"003907","CENTRAL ISD","003907102","CENTRAL EL","REGION 07: KILGORE","ANGELINA","Elementary","EE - 04","No","No","632","68%","7.4%","C","75","C","74","C","78","D","66","C","78","D","68",,,"Not Earned","Not Earned",,,"Not Earned","Not Earned","Not Earned","17","17","9","9","3","3","ZONED SCHOOL-TRANSFERS ACCEPTED"
"004901","ARANSAS COUNTY ISD",,,"REGION 02: CORPUS CHRISTI","ARANSAS","District",,"No","No","3,043","68.9%","5.7%","C","76","C","74","C","77","C","76","C","77","C","75",,,,,,,,,"Not Earned",,,,,,,
"004901","ARANSAS COUNTY ISD","004901001","ROCKPORT-FULTON H S","REGION 02: CORPUS CHRISTI","ARANSAS","High School","09 - 12","No","No","950","63.4%","5.1%","B","85","B","82","B","86","B","81","B","86","B","81",,,"Not Earned","Not Earned","Not Earned","Not Earned","Earned","Not Earned","Not Earned","27","27","32","32","18","18","ZONED SCHOOL-TRANSFERS ACCEPTED"
"004901","ARANSAS COUNTY ISD","004901041","ROCKPORT-FULTON MIDDLE","REGION 02: CORPUS CHRISTI","ARANSAS","Middle School","06 - 08","No","No","698","63.6%","4.6%","C","79","C","76","B","81","C","76","B","81","C","75",,,"Not Earned","Not Earned","Earned","Earned","Not Earned","Not Earned","Not Earned","27","27","32","32","18","18","ZONED SCHOOL-TRANSFERS ACCEPTED"
"004901","ARANSAS COUNTY ISD","004901101","FULTON LEARNING CENTER","REGION 02: CORPUS CHRISTI","ARANSAS","Elementary","03 - 05","No","No","666","70.3%","7.1%","D","69","D","60","C","70","C","70","F","59","D","67","Targeted Support",,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","27","27","32","32","18","18","ZONED SCHOOL-TRANSFERS ACCEPTED"
"004901","ARANSAS COUNTY ISD","004901103","LIVE OAK LEARNING CENTER","REGION 02: CORPUS CHRISTI","ARANSAS","Elementary","EE - 02","No","No","729","80%","6.3%","D","69","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"27","27","32","32","18","18","ZONED SCHOOL-TRANSFERS ACCEPTED"
"005901","ARCHER CITY ISD",,,"REGION 09: WICHITA FALLS","ARCHER","District",,"No","No","491","51.3%","1.4%","B","89","B","88","B","86","B","84","B","86","A","92",,,,,,,,,"Earned",,,,,,,
"005901","ARCHER CITY ISD","005901001","ARCHER CITY H S","REGION 09: WICHITA FALLS","ARCHER","High School","07 - 12","No","No","206","47.6%","0.5%","B","89","B","84","B","87","B","87","B","81","A","92",,,"Earned","Not Earned","Earned","Earned","Earned","Not Earned","Earned","13","13","69","69","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"005901","ARCHER CITY ISD","005901101","ARCHER CITY EL","REGION 09: WICHITA FALLS","ARCHER","Elementary","PK - 06","No","No","285","54%","2.1%","A","92","A","93","A","93","B","80","A","93","A","91",,,"Earned","Earned","Not Earned",,"Earned","Earned","Earned","13","13","69","69","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"005902","HOLLIDAY ISD",,,"REGION 09: WICHITA FALLS","ARCHER","District",,"No","No","1,134","22.5%","0.6%","B","89","A","91","B","84","B","84","C","78","B","85",,,,,,,,,"Not Earned",,,,,,,
"005902","HOLLIDAY ISD","005902001","HOLLIDAY H S","REGION 09: WICHITA FALLS","ARCHER","High School","09 - 12","No","No","352","20.7%","0%","A","94","A","94","B","87","B","87","B","84","A","94",,,"Not Earned","Not Earned","Not Earned","Not Earned","Earned","Not Earned","Earned","13","13","69","69","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"005902","HOLLIDAY ISD","005902041","HOLLIDAY MIDDLE","REGION 09: WICHITA FALLS","ARCHER","Middle School","06 - 08","No","No","273","20.9%","0.4%","B","88","A","91","B","83","B","83","C","77","B","82",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","13","13","69","69","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"005902","HOLLIDAY ISD","005902101","HOLLIDAY EL","REGION 09: WICHITA FALLS","ARCHER","Elementary","PK - 05","No","No","509","24.6%","1.2%","B","84","B","88","B","82","B","82","C","70","C","75",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","13","13","69","69","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"005904","WINDTHORST ISD",,,"REGION 09: WICHITA FALLS","ARCHER","District",,"No","No","527","40.6%","5.9%","A","90","A","91","B","88","B","84","B","88","B","88",,,,,,,,,"Earned",,,,,,,
"005904","WINDTHORST ISD","005904001","WINDTHORST H S","REGION 09: WICHITA FALLS","ARCHER","High School","09 - 12","No","No","141","44.7%","4.3%","A","91","B","89","B","88","B","88","B","87","A","95",,,"Not Earned","Earned","Not Earned","Earned","Earned","Earned","Earned","13","13","69","69","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"005904","WINDTHORST ISD","005904041","WINDTHORST JH","REGION 09: WICHITA FALLS","ARCHER","Middle School","06 - 08","No","No","124","33.1%","4%","A","92","A","92","B","89","B","82","B","89","A","91",,,"Earned","Earned","Not Earned","Not Earned","Not Earned","Earned","Earned","13","13","69","69","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"005904","WINDTHORST ISD","005904101","WINDTHORST EL","REGION 09: WICHITA FALLS","ARCHER","Elementary","EE - 05","No","No","262","42%","7.6%","B","87","A","91","B","88","B","81","B","88","C","77",,,"Earned","Earned","Not Earned",,"Not Earned","Not Earned","Earned","13","13","69","69","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"006902","CLAUDE ISD",,,"REGION 16: AMARILLO","ARMSTRONG","District",,"No","No","328","34.1%","1.5%","A","92","A","92","B","87","D","69","B","87","A","92",,,,,,,,,,,,,,,,
"006902","CLAUDE ISD","006902001","CLAUDE SCHOOLS","REGION 16: AMARILLO","ARMSTRONG","Elem/Secondary","PK - 12","No","No","328","34.1%","1.5%","A","92","A","92","B","87","D","69","B","87","A","92",,,"Not Earned","Earned","Earned","Earned","Not Earned","Not Earned","Not Earned","13","13","86","86","31","31","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007901","CHARLOTTE ISD",,,"REGION 20: SAN ANTONIO","ATASCOSA","District",,"No","No","433","62.8%","6%","D","69","D","66","C","75","C","75","D","62","D","64",,,,,,,,,"Not Earned",,,,,,,
"007901","CHARLOTTE ISD","007901001","CHARLOTTE H S","REGION 20: SAN ANTONIO","ATASCOSA","High School","09 - 12","No","No","130","66.9%","5.4%","B","81","C","72","B","87","B","87","D","69","D","66",,,"Not Earned","Not Earned","Not Earned","Earned","Earned","Not Earned","Earned","28","28","80","80","19","19","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007901","CHARLOTTE ISD","007901041","CHARLOTTE MIDDLE","REGION 20: SAN ANTONIO","ATASCOSA","Middle School","06 - 08","No","No","96","66.7%","8.3%","C","77","D","60","C","76","C","76","F","58","C","78",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","28","28","80","80","19","19","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007901","CHARLOTTE ISD","007901101","CHARLOTTE EL","REGION 20: SAN ANTONIO","ATASCOSA","Elementary","PK - 05","No","No","207","58.5%","5.3%","F","59","D","64","F","58","F","57","F","58","F","48",,"true","Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","28","28","80","80","19","19","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007902","JOURDANTON ISD",,,"REGION 20: SAN ANTONIO","ATASCOSA","District",,"No","No","1,584","57.7%","3.6%","C","79","C","79","C","79","D","67","C","79","B","80",,,,,,,,,"Not Earned",,,,,,,
"007902","JOURDANTON ISD","007902001","JOURDANTON H S","REGION 20: SAN ANTONIO","ATASCOSA","High School","09 - 12","No","No","441","49.9%","2.5%","B","84","B","82","B","82","D","64","B","82","A","90",,,"Not Earned","Earned","Not Earned","Earned","Not Earned","Not Earned","Not Earned","28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007902","JOURDANTON ISD","007902004","THE LARRY BROWN SCHOOL","REGION 20: SAN ANTONIO","ATASCOSA","Middle School","08 - 08","No","No","1","100%","0%","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"28","28","80","80","24","24","SPECIAL ASSIGNMENT SCHOOL"
"007902","JOURDANTON ISD","007902005","ATASCOSA COUNTY JUVENILE JUSTICE CENTER","REGION 20: SAN ANTONIO","ATASCOSA","High School","09 - 10","Yes","No","6","50%","16.7%","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"28","28","80","80","24","24","SPECIAL ASSIGNMENT SCHOOL"
"007902","JOURDANTON ISD","007902006","JOURDANTON DAEP","REGION 20: SAN ANTONIO","ATASCOSA","Elem/Secondary","06 - 12","No","No","11","81.8%","0%","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"28","28","80","80","24","24","SPECIAL ASSIGNMENT SCHOOL"
"007902","JOURDANTON ISD","007902041","JOURDANTON J H","REGION 20: SAN ANTONIO","ATASCOSA","Middle School","06 - 08","No","No","377","56.2%","4.2%","B","84","B","81","B","83","B","80","B","83","B","85",,,"Not Earned","Earned","Earned","Not Earned","Not Earned","Earned","Earned","28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007902","JOURDANTON ISD","007902101","JOURDANTON EL","REGION 20: SAN ANTONIO","ATASCOSA","Elementary","02 - 05","No","No","468","60.5%","4.1%","D","68","C","72","C","72","F","57","C","72","D","60",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007902","JOURDANTON ISD","007902102","JOURDANTON ECC","REGION 20: SAN ANTONIO","ATASCOSA","Elementary","EE - 01","No","No","280","66.4%","3.6%","D","68","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007904","LYTLE ISD",,,"REGION 20: SAN ANTONIO","ATASCOSA","District",,"No","No","1,806","75%","15.1%","D","64","D","63","D","66","D","65","D","66","F","59",,,,,,,,,"Not Earned",,,,,,,
"007904","LYTLE ISD","007904001","LYTLE H S","REGION 20: SAN ANTONIO","ATASCOSA","High School","09 - 12","No","No","487","72.9%","12.1%","C","71","D","67","C","72","D","64","C","72","C","70",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","23","23","53","53","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007904","LYTLE ISD","007904002","LYTLE DAEP","REGION 20: SAN ANTONIO","ATASCOSA","Elem/Secondary","06 - 12","No","No","10","90%","10%","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007904","LYTLE ISD","007904041","LYTLE J H","REGION 20: SAN ANTONIO","ATASCOSA","Middle School","06 - 08","No","No","398","73.1%","17.1%","C","72","D","67","C","72","C","72","C","70","C","72","Targeted Support",,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","23","23","53","53","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007904","LYTLE ISD","007904101","LYTLE EL","REGION 20: SAN ANTONIO","ATASCOSA","Elementary","02 - 05","No","No","541","72.6%","14.2%","F","51","F","56","F","59","F","59","F","55","F","33","Comprehensive Identified","true","Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007904","LYTLE ISD","007904103","LYTLE PRIMARY SCHOOL","REGION 20: SAN ANTONIO","ATASCOSA","Elementary","EE - 01","No","No","370","83%","18.4%","F","51","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007905","PLEASANTON ISD",,,"REGION 20: SAN ANTONIO","ATASCOSA","District",,"No","No","3,378","67.1%","6%","C","76","C","76","C","79","C","71","C","79","C","70",,,,,,,,,"Not Earned",,,,,,,
"007905","PLEASANTON ISD","007905001","PLEASANTON H S","REGION 20: SAN ANTONIO","ATASCOSA","High School","09 - 12","No","No","944","60.4%","5.3%","B","88","B","83","B","86","C","79","B","86","A","92",,,"Not Earned","Earned","Not Earned","Earned","Not Earned","Earned","Earned","28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007905","PLEASANTON ISD","007905004","ATASCOSA CO ALTER","REGION 20: SAN ANTONIO","ATASCOSA","High School","07 - 10","No","No","6","50%","0%","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"28","28","80","80","24","24","SPECIAL ASSIGNMENT SCHOOL"
"007905","PLEASANTON ISD","007905005","PLEASANTON ISD SCHOOL OF CHOICE","REGION 20: SAN ANTONIO","ATASCOSA","High School","09 - 12","Yes","No","9","55.6%","11.1%","B","84","B","84","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007905","PLEASANTON ISD","007905041","PLEASANTON J H","REGION 20: SAN ANTONIO","ATASCOSA","Middle School","06 - 08","No","No","772","66.5%","6.3%","C","77","C","75","B","81","C","70","B","81","D","66","Targeted Support",,"Not Earned","Not Earned","Earned","Earned","Not Earned","Not Earned","Not Earned","28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007905","PLEASANTON ISD","007905103","PLEASANTON EL","REGION 20: SAN ANTONIO","ATASCOSA","Elementary","02 - 05","No","No","957","70%","6.1%","D","62","D","69","D","69","D","62","D","69","F","46","Comprehensive Identified",,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007905","PLEASANTON ISD","007905105","PLEASANTON PRI","REGION 20: SAN ANTONIO","ATASCOSA","Elementary","EE - 01","No","No","690","73%","6.4%","D","62","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007906","POTEET ISD",,,"REGION 20: SAN ANTONIO","ATASCOSA","District",,"No","No","1,832","75.6%","9.9%","C","75","C","70","C","75","C","75","C","72","C","75",,,,,,,,,"Not Earned",,,,,,,
"007906","POTEET ISD","007906001","POTEET H S","REGION 20: SAN ANTONIO","ATASCOSA","High School","09 - 12","No","No","508","70.9%","6.5%","B","80","C","79","C","79","C","74","C","79","B","81",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007906","POTEET ISD","007906041","POTEET J H","REGION 20: SAN ANTONIO","ATASCOSA","Middle School","06 - 08","No","No","413","67.1%","12.3%","C","76","D","67","C","76","C","76","D","69","C","75",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007906","POTEET ISD","007906101","POTEET EL","REGION 20: SAN ANTONIO","ATASCOSA","Elementary","EE - 02","No","No","539","81.8%","11.7%","D","69","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Comprehensive Progress",,,,,,,,,"28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"007906","POTEET ISD","007906102","POTEET INT","REGION 20: SAN ANTONIO","ATASCOSA","Elementary","03 - 05","No","No","372","82.5%","9.4%","D","69","D","62","C","75","C","75","D","66","D","67",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","28","28","80","80","24","24","ZONED SCHOOL-TRANSFERS ACCEPTED"
"008901","BELLVILLE ISD",,,"REGION 06: HUNTSVILLE","AUSTIN","District",,"No","No","2,243","46.9%","10%","B","80","C","77","B","82","B","82","C","72","C","74",,,,,,,,,"Not Earned",,,,,,,
"008901","BELLVILLE ISD","008901001","BELLVILLE H S","REGION 06: HUNTSVILLE","AUSTIN","High School","09 - 12","No","No","697","37.2%","5.5%","C","76","C","76","C","79","C","79","D","69","D","65",,,"Earned","Not Earned","Earned","Not Earned","Not Earned","Not Earned","Not Earned","10","10","85","85","18","18","ZONED SCHOOL-TRANSFERS ACCEPTED"
"008901","BELLVILLE ISD","008901041","BELLVILLE J H","REGION 06: HUNTSVILLE","AUSTIN","Middle School","06 - 08","No","No","558","47.8%","10.4%","B","80","B","81","B","87","B","87","B","80","B","81","Targeted Support",,"Not Earned","Not Earned","Not Earned","Not Earned","Earned","Not Earned","Not Earned","10","10","85","85","18","18","ZONED SCHOOL-TRANSFERS ACCEPTED"
"008901","BELLVILLE ISD","008901101","O'BRYANT PRI","REGION 06: HUNTSVILLE","AUSTIN","Elementary","EE - 03","No","No","543","59.5%","15.5%","C","79","C","77","C","79","Not Rated",".","C","79","B","85","Comprehensive Progress",,"Not Earned","Earned",,,,"Earned","Not Earned","10","10","85","85","18","18","ZONED SCHOOL-TRANSFERS ACCEPTED"
"008901","BELLVILLE ISD","008901102","O'BRYANT INT","REGION 06: HUNTSVILLE","AUSTIN","Elementary","04 - 05","No","No","282","52.5%","13.1%","C","75","C","71","C","76","C","76","D","62","C","73",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","10","10","85","85","18","18","ZONED SCHOOL-TRANSFERS ACCEPTED"
"008901","BELLVILLE ISD","008901105","WEST END EL","REGION 06: HUNTSVILLE","AUSTIN","Elementary","KG - 05","No","No","163","33.7%","4.9%","B","85","C","78","B","85","B","85","D","66","B","85",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","10","10","85","85","18","18","ZONED SCHOOL-TRANSFERS ACCEPTED"
"008902","SEALY ISD",,,"REGION 06: HUNTSVILLE","AUSTIN","District",,"No","No","2,902","64.9%","19.1%","C","77","C","77","C","79","C","78","C","79","C","72",,,,,,,,,"Not Earned",,,,,,,
"008902","SEALY ISD","008902001","SEALY H S","REGION 06: HUNTSVILLE","AUSTIN","High School","09 - 12","No","No","903","60.8%","13%","C","76","C","77","B","81","B","81","C","77","D","64",,,"Not Earned","Earned","Not Earned","Earned","Earned","Not Earned","Not Earned","10","10","85","85","18","18","ZONED SCHOOL-TRANSFERS ACCEPTED"
"008902","SEALY ISD","008902041","SEALY J H","REGION 06: HUNTSVILLE","AUSTIN","Middle School","06 - 08","No","No","663","63.3%","18.1%","C","79","C","76","B","81","C","72","B","81","C","75",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","10","10","85","85","18","18","ZONED SCHOOL-TRANSFERS ACCEPTED"
"008902","SEALY ISD","008902102","SELMAN EL","REGION 06: HUNTSVILLE","AUSTIN","Elementary","EE - 05","No","No","634","71.3%","21%","D","69","D","67","C","74","C","74","D","69","D","69","Comprehensive Progress",,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","10","10","85","85","18","18","ZONED SCHOOL-TRANSFERS ACCEPTED"
"008902","SEALY ISD","008902104","SEALY EL","REGION 06: HUNTSVILLE","AUSTIN","Elementary","PK - 05","No","No","702","65.7%","26.2%","B","88","B","85","B","87","B","83","B","87","A","91",,,"Not Earned","Earned","Not Earned",,"Earned","Earned","Earned","10","10","85","85","18","18","ZONED SCHOOL-TRANSFERS ACCEPTED"
"008903","BRAZOS ISD",,,"REGION 06: HUNTSVILLE","AUSTIN","District",,"No","No","848","62.7%","17.3%","C","78","C","78","C","79","D","68","C","79","C","77",,,,,,,,,"Not Earned",,,,,,,
"008903","BRAZOS ISD","008903001","BRAZOS H S","REGION 06: HUNTSVILLE","AUSTIN","High School","09 - 12","No","No","287","53.7%","10.8%","C","76","C","78","C","76","F","57","C","76","C","72",,,"Not Earned","Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","10","10","85","85","18","18","ZONED SCHOOL-TRANSFERS ACCEPTED"
